Charge;N° Parc;N° Série;Réception;Référence;Désignation;Stock;Quart;Déposant;Lot;Date Création;Utilisateur;UL Contenue;Type réception;Type Edition;Tron Dest.;Tron.;Temps passé en atelier;Tournée;Stock Préc.;Statut;Site;Rot;Réparateur;Rendre Charge Dispo?;Réf Fourn.;Ref Client;Rebut ?;Réaffecter;Rng Dest;Rng;Qrt Dest;Qté UL contenu;Qté Rés;Qté à Regrouper;Qté Dispo;Prix Unit d'achat.;Profondeur;Prestation Atelier;Prél.;Pos Dest;Pos;Poids;Charge Org Vide?;Numéro du support;N° Recept;Numéro de facture;Nom technicien;Nom etiq Charge;Niv Dest;Niv;Multi Réf?;Mouvement;Charges assemblage;Maj Charge?;Lot de Fabrication;Lot Préc.;Ligne Rec;Adresse;Largeur;A Inventorier?;Init Prix d'achat.;H Creation;Hauteur;H Rebut;H Réaffect;Heure cloture atelier;Heure prise en main;Gtin;Flag Charge?;Famille Log;Famille;Etat Final;Etat;Emb_Pal;EAN13;Dotation;DLUO;Dernier invent.;Date Fab;Dern. Mvt;Date Dernier Prelvt;Date Dernier mvt;Condit;Type Ano;Commentaire Atelier;Code UM;UL;Charge Org;Charge Dest;Bat Dest;Bat;Al Dest;Allée;Affectation
"08419730";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237671";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:30:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026204";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08419731";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237671";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:30:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026205";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08419732";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237671";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:30:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026206";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08419733";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237671";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:30:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026207";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08361467";"";"";"00461388";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"APP";"TETCSV";"";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03215914";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"21";"APP A 01 0 A";"0,00 m";"Non";"0,00";"23/01/26 16:59:20";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12020955";"";"26/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08361038";"";"";"00461388";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"APP";"TETCSV";"";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03215909";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"19";"APP A 01 0 A";"0,00 m";"Non";"0,00";"23/01/26 16:57:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12020681";"";"26/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08361040";"";"";"00461388";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"APP";"TETCSV";"";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03215909";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"19";"APP A 01 0 A";"0,00 m";"Non";"0,00";"23/01/26 16:57:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12020871";"";"26/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08361064";"";"";"00461388";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"APP";"TETCSV";"";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03215909";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"19";"APP A 01 0 A";"0,00 m";"Non";"0,00";"23/01/26 16:57:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12020999";"";"26/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08361065";"";"";"00461388";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"APP";"TETCSV";"";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03215909";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"19";"APP A 01 0 A";"0,00 m";"Non";"0,00";"23/01/26 16:57:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12021116";"";"26/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08361066";"";"";"00461388";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"APP";"TETCSV";"";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03215909";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"19";"APP A 01 0 A";"0,00 m";"Non";"0,00";"23/01/26 16:57:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12021098";"";"26/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08361067";"";"";"00461388";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"APP";"TETCSV";"";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03215909";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"19";"APP A 01 0 A";"0,00 m";"Non";"0,00";"23/01/26 16:57:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12021000";"";"26/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08363559";"";"";"00462118";"B00024178";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TOTALTCS";"KIT37";"27/01/2026";"";"UNITE";"RT";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"13";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03216966";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"LUCIANI PAUL-MATTHIE";"7";"PAL G 13 0 C";"0,00 m";"Non";"0,00";"27/01/26 10:34:50";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12026987";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TOTALTCSGOOD"
"08361028";"";"";"00461388";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"APP";"TETCSV";"";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03215909";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"19";"APP A 01 0 A";"0,00 m";"Non";"0,00";"23/01/26 16:57:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12020857";"";"26/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08419604";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237668";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:28:54";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026208";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08360996";"";"";"00461388";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"APP";"TETCSV";"";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03215909";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"19";"APP A 01 0 A";"0,00 m";"Non";"0,00";"23/01/26 16:57:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12020824";"";"26/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08419780";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237671";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:30:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026209";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08419781";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237671";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:30:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026210";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08419782";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237671";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:30:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026211";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08419783";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237671";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:30:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026212";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08419784";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237671";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:30:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026213";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08450569";"";"";"00467723";"B00024178";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TOTALTCS";"FERRET THIERRY";"23/03/2026";"";"UNITE";"RT";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"13";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03249662";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"5";"PAL G 13 0 C";"0,00 m";"Non";"0,00";"23/03/26 14:40:40";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12014372";"";"24/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TOTALTCSGOOD"
"08419721";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237671";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:30:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026214";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08419722";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237671";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:30:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026215";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08419723";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237671";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:30:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026216";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08419724";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237671";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:30:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026217";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08419725";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237671";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:30:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026218";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08419726";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237671";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:30:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026219";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08419566";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237668";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:28:54";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026220";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08361039";"";"";"00461388";"B00024178";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TOTALTCS";"TRIBOUILLARD GILLES";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"14";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"B";"0,00 Kg";"Non";"";"03215909";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"19";"PAL H 14 0 B";"0,00 m";"Non";"0,00";"23/01/26 16:57:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12102157";"";"16/04/2026";"";"-";"TOTAL_14-04-26";"UNITE";"UNITE";"";"";"";"1";"";"H";"TOTALTCSGOOD"
"08361020";"";"";"00461388";"B00024178";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TOTALTCS";"GALIANO BAYET DELPHI";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"14";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"B";"0,00 Kg";"Non";"";"03215909";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"19";"PAL H 14 0 B";"0,00 m";"Non";"0,00";"23/01/26 16:57:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12102156";"";"16/04/2026";"";"-";"TOTAL_14-04-26";"UNITE";"UNITE";"";"";"";"1";"";"H";"TOTALTCSGOOD"
"08419569";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237668";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:28:54";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026221";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08419570";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237668";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:28:54";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026222";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08419571";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237668";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:28:54";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026223";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
